Node	Beg	End
B114	11470	11484
B114	11514	11530
B114	11712	11733
B114	12829	12847
B114	18977	18979
B114	22614	22616
B114	25140	25163
B114	34310	34311
B114	37214	37218
B114	37615	37625
B116	4674	4676
B116	12656	12658
B116	22020	22021
B116	22323	22324
B116	25268	25282
B116	27907	27908
B116	30159	30173
B116	39263	39278
B118	11501	11503
B118	22527	22529
B118	23627	23628
B118	25113	25128
B118	37016	37018
B118	38517	38522
B118	42978	42986
B118	43181	43208
B120	11717	11781
B120	12640	12648
B120	12689	12695
B120	12850	12858
B120	17233	17234
B120	22458	22464
B120	23452	23463
B120	26329	26330
B120	27666	27667
B120	30112	30114
B120	34301	34311
B120	36865	36879
B120	37345	37349
B120	37382	37389
B120	38508	38539
B120	39262	39278
B120	42268	42276
B120	42774	42776
B122	37380	37429
B122	40999	41008
B124	3285	3287
B124	4856	4868
B124	4936	4950
B124	21770	21783
B124	22374	22391
B124	22519	22522
B124	25073	25099
B124	30381	30384
B124	36921	36926
B124	41013	41025
B126	19486	19536
B126	23626	23632
B126	42070	42082
B126	42277	42345
B126	42492	42554
B128	34489	34501
B130	4452	4453
B130	4778	4780
B130	5081	5085
B130	19223	19228
B130	22020	22021
B130	26326	26331
B130	27907	27908
B130	31562	31567
B130	34501	34502
B130	37866	37869
B130	38769	38817
B130	39272	39274
B134	6151	6152
B134	11464	11476
B134	25117	25128
B134	26330	26331
B134	37735	37743
B134	42271	42276
B136	1747	1748
B136	11849	11850
B136	22519	22521
B136	23430	23503
B136	30003	30012
B136	31122	31124
B136	38327	38362
B136	41933	41945
B136	42150	42159
B136	42666	42667
B136	43838	43842
B138	11470	11473
B138	26326	26330
B138	30382	30401
B138	30453	30457
B138	37296	37323
B138	38052	38057
B138	42238	42276
B140	8120	8123
B140	12848	12860
B140	18674	18676
B140	23634	23635
B140	37100	37114
B140	37300	37301
B140	37362	37385
B140	37735	37743
B140	38428	38431
B140	38568	38571
B140	43248	43251
B205	4452	4453
B205	4778	4780
B205	11519	11555
B205	12855	12863
B205	12971	12973
B205	34505	34511
B205	37100	37114
B205	38654	38659
B205	39063	39064
B205	42800	42807
B209	11460	11470
B209	11514	11518
B209	11781	11786
B209	12841	12857
B209	20035	20037
B209	25261	25262
B209	37337	37355
B211	4925	4926
B211	21287	21290
B211	21768	21850
B211	21927	21944
B211	22005	22016
B211	30174	30183
B211	40070	40084
B211	42735	42736
B217	11849	11853
B217	19524	19525
B217	19576	19584
B217	21305	21314
B217	22323	22326
B217	23493	23513
B217	37396	37407
B217	38816	38817
B217	39262	39272
B217	43285	43288
B219	9642	9646
B219	11924	11930
B219	20037	20038
B219	22498	22500
B219	26326	26331
B219	34303	34312
B219	34942	34946
B219	37503	37506
B219	37735	37743
B219	38531	38535
B219	38568	38571
B219	38769	38795
B219	39264	39276
B219	42774	42776
B501	3250	3287
B501	4656	4660
B501	4860	4924
B501	5164	5168
B501	5489	5531
B501	17233	17234
B501	30070	30071
B501	34489	34490
B501	34909	34913
B502	4634	4635
B502	4935	4938
B502	11690	11691
B502	20526	20527
B502	22563	22574
B502	24556	24563
B502	25237	25252
B502	30207	30212
B502	34575	34576
B502	39014	39016
B502	39849	39855
B503	5476	5525
B503	18995	19046
B503	21098	21158
B503	21483	21673
B503	21768	21850
B503	22586	22603
B503	36897	36915
B503	36983	37005
B503	38035	38234
B503	38314	38329
B503	38893	38942
B503	39316	39544
B503	39663	39751
B503	39819	39993
B503	40154	40225
B503	40300	40414
B503	40574	40583
B503	40936	41008
B503	41185	41345
B503	41417	41424
B503	41500	41663
B503	41749	41856
B503	42055	42234
B503	42311	42562
B504	920	921
B504	4687	4706
B504	12675	12676
B504	12856	12857
B504	19486	19527
B504	19576	19577
B504	21345	21348
B504	21839	21851
B504	23495	23498
B504	28815	28821
B504	37735	37743
B504	38429	38431
B504	39063	39064
B505	18877	18882
B505	19331	19380
B505	19501	19531
B505	19573	19620
B505	21098	21140
B505	21477	21494
B505	21533	21576
B505	21618	21647
B505	21709	21752
B505	23518	23521
B505	30174	30185
B505	30399	30401
B505	38517	38522
B505	38654	38657
B505	39265	39278
B505	42238	42241
B505	42774	42804
B505	43310	43311
B506	19482	19488
B506	21305	21329
B506	22318	22320
B506	36938	37002
B506	37669	37692
B506	37757	37762
B506	37817	37878
B506	37995	38100
B506	38210	38397
B506	38693	38780
B506	38869	39048
B506	39122	39416
B506	39507	39597
B506	39660	39828
B506	39880	40049
B506	40140	40383
B506	40466	40474
B506	40525	40587
B506	40714	40739
B506	40801	40994
B506	41042	41103
B506	41232	41237
B506	41285	41409
B506	41483	41529
B506	41672	41688
B506	41998	42058
B506	42314	42470
B506	42551	42635
B511	24573	24622
B511	37413	37429
B512	2579	2584
B512	4084	4085
B512	6581	6583
B512	8111	8114
B512	12980	12991
B512	18821	18890
B512	18931	19023
B512	19063	19075
B512	19098	19204
B512	19319	19449
B512	20605	20606
B512	24587	24617
B512	24791	24809
B512	33759	33762
B512	43170	43230
B514	4865	4877
B514	4926	4935
B514	17874	17880
B514	30079	30091
B514	36898	36947
B514	36991	37006
B514	38239	38264
B514	38338	38376
B514	38858	38915
B514	39283	39324
B514	40595	40620
B514	40670	40683
B514	40719	40742
B514	41442	41468
B514	41800	41818
B514	41977	42022
B514	43044	43167
B515	11592	11598
B515	11632	11655
B515	19360	19384
B515	24695	24704
B515	26328	26330
B515	30337	30376
B515	30430	30459
B515	31562	31566
B515	37296	37367
B515	37866	37871
B515	42270	42276
B516	4953	4963
B516	5025	5032
B516	5064	5069
B516	5486	5488
B516	7129	7151
B516	18854	18862
B516	20515	20519
B516	20657	20660
B516	23408	23420
B516	23464	23465
B516	23510	23513
B516	24641	24674
B516	25239	25245
B516	25288	25297
B516	26279	26281
B516	34505	34509
B516	41013	41023
B517	3314	3315
B517	4887	4911
B517	5064	5077
B517	5237	5238
B517	12850	12863
B517	22309	22310
B517	24777	24810
B517	39096	39097
B517	40054	40068
B517	42761	42763
B518	4837	4846
B518	5129	5135
B518	24722	24725
B518	25114	25131
B518	40078	40088
B519	8123	8126
B519	23432	23436
B519	30003	30057
B519	37364	37389
B519	37735	37736
B519	37867	37871
B519	38428	38441
B520	37328	37338
B520	43118	43121
B521	1914	1915
B521	4694	4695
B521	4769	4811
B521	5473	5537
B521	10162	10211
B521	11544	11561
B521	11838	11853
B521	16413	16475
B521	17224	17247
B521	18866	18995
B521	19073	19075
B521	19188	19189
B521	19329	19432
B521	20517	20607
B521	20969	21007
B521	21913	21924
B521	21999	22000
B521	22442	22575
B521	23422	23464
B521	24690	24693
B521	24861	24866
B521	24923	24925
B521	24973	25082
B521	25200	25217
B521	25286	25329
B521	26054	26075
B521	26461	26466
B521	26780	26809
B521	27694	27696
B521	30222	30319
B521	30458	30459
B521	31391	31394
B521	32348	32370
B521	34811	34826
B521	34910	34969
B521	37030	37141
B521	37259	37413
B521	37495	37516
B521	37615	37625
B521	37717	37739
B521	38051	38053
B521	38587	38605
B521	38769	38817
B521	39277	39278
B521	42238	42277
B521	42862	42875
B521	43226	43277
B521	43831	43976
B522	3285	3287
B522	4694	4695
B522	4926	4930
B522	5235	5240
B522	12630	12636
B522	20544	20562
B522	22309	22310
B522	23409	23425
B522	23460	23513
B522	24959	24998
B522	25137	25149
B522	30000	30015
B522	30197	30198
B522	43285	43288
B523	24656	24675
B523	24857	24859
B523	36916	36936
B523	40207	40213
B523	40275	40292
B523	40808	40820
B523	41293	41308
B523	42175	42226
A909	1	46
A909	1508	1563
A909	4656	4693
A909	4736	4738
A909	5522	5527
A909	6461	6646
A909	6713	8065
A909	8107	8128
A909	10657	11555
A909	11602	11666
A909	11712	11827
A909	11970	12016
A909	12556	12566
A909	12640	12710
A909	12850	12858
A909	12971	13001
A909	13126	13219
A909	14264	14267
A909	17204	17215
A909	19482	19533
A909	22219	22222
A909	22295	22297
A909	23416	23427
A909	24701	24786
A909	24897	24951
A909	25047	25265
A909	26461	26466
A909	28242	28244
A909	30008	30102
A909	30454	30457
A909	35249	35756
A909	36863	36879
A909	37023	37062
A909	39096	39116
A909	39767	39774
A909	40999	41004
A909	42010	42653
A909	43836	43868
A909	44026	44526
COH1	4452	4453
COH1	4637	4652
COH1	5477	5494
COH1	7822	7831
COH1	14264	14267
COH1	17192	17215
COH1	21462	21464
COH1	21502	21503
COH1	21770	21783
COH1	21931	21935
COH1	22264	22265
COH1	22324	22336
COH1	22474	22477
COH1	23452	23493
COH1	24056	24057
COH1	24695	24720
COH1	24783	24786
COH1	25064	25070
COH1	25100	25129
COH1	27629	27630
COH1	27695	27696
COH1	28134	28135
COH1	31568	31594
COH1	34310	34311
COH1	34445	34449
COH1	34942	34948
NODE_257	21847	21849
NODE_257	33499	33500
NODE_258	2582	2583
NODE_258	27665	27671
NODE_258	43073	43104
NODE_259	3267	3268
NODE_259	7835	7839
NODE_259	11913	11914
NODE_259	16450	16460
NODE_259	17283	17288
NODE_259	17364	17365
NODE_259	20514	20535
NODE_259	22433	22437
NODE_259	24913	24955
NODE_259	25172	25173
NODE_259	26806	26808
NODE_259	27661	27664
NODE_259	28172	28173
NODE_259	30120	30122
NODE_259	30288	30296
NODE_259	30537	30548
NODE_259	31159	31178
NODE_259	34489	34491
NODE_259	34802	34818
NODE_259	34961	34962
NODE_259	37138	37140
NODE_259	37866	37871
NODE_259	38531	38535
NODE_259	43740	43741
NODE_259	43849	43852
NODE_259	43937	43941
NODE_260	10195	10197
NODE_260	16435	16436
NODE_260	17300	17301
NODE_260	21910	21923
NODE_260	23422	23424
NODE_261	8643	8647
NODE_262	25043	25050
NODE_263	36869	36877
NODE_264	5503	5537
NODE_264	8644	8648
NODE_264	26467	26655
NODE_264	34942	34945
NODE_264	37050	37052
NODE_264	43310	43311
NODE_265	1	4563
NODE_265	4597	4660
NODE_265	4747	4815
NODE_265	4820	5152
NODE_265	5966	6002
NODE_265	6621	6736
NODE_265	7770	7841
NODE_265	9101	9170
NODE_265	9219	9283
NODE_265	9331	9424
NODE_265	10444	11914
NODE_265	11920	16412
NODE_265	16426	17206
NODE_265	17212	18820
NODE_265	18866	18972
NODE_265	19024	19062
NODE_265	19205	19421
NODE_265	19441	20989
NODE_265	21008	21657
NODE_265	21673	21767
NODE_265	21851	21912
NODE_265	21945	22391
NODE_265	22492	23637
NODE_265	23649	24552
NODE_265	24723	24774
NODE_265	24860	24912
NODE_265	25064	25114
NODE_265	25129	25181
NODE_265	25285	25352
NODE_265	27209	30274
NODE_265	30282	31392
NODE_265	31400	32343
NODE_265	32355	34488
NODE_265	34492	34939
NODE_265	34985	36878
NODE_265	36883	37129
NODE_265	37140	37409
NODE_265	37499	37911
NODE_265	37953	38532
NODE_265	38572	38681
NODE_265	38733	38800
NODE_265	38817	42241
NODE_265	42264	42496
NODE_265	42500	42550
NODE_265	42588	42956
NODE_265	42972	43156
NODE_265	43241	43736
NODE_265	43758	43816
NODE_265	43871	43969
NODE_265	43973	44618
NODE_266	4535	4609
NODE_266	7586	7770
NODE_266	7840	9013
NODE_266	9049	9063
NODE_266	9102	9152
NODE_266	9261	9349
NODE_266	10121	10158
NODE_266	10225	10383
NODE_266	11754	11764
NODE_266	12782	12789
NODE_266	23633	23643
NODE_266	24556	24622
NODE_266	24662	24668
NODE_266	24706	24726
NODE_266	24770	25098
NODE_266	25135	25143
NODE_266	25265	25299
NODE_266	37000	37033
NODE_266	37288	37289
NODE_266	37409	37475
NODE_266	38099	38124
NODE_266	38603	38618
NODE_266	38751	38812
NODE_266	38912	38944
NODE_266	39066	39091
NODE_266	39361	39373
NODE_266	39409	39484
NODE_266	39597	39599
NODE_266	39733	39751
NODE_266	40189	40205
NODE_266	40413	40430
NODE_266	40719	40745
NODE_266	40927	40989
NODE_266	41065	41121
NODE_266	41214	41255
NODE_266	41293	41352
NODE_266	41721	41789
NODE_266	41830	41852
NODE_266	41912	41971
NODE_266	42137	42251
NODE_266	42444	42472
NODE_266	42599	42610
NODE_267	5485	5489
NODE_267	21932	21935
NODE_267	33961	35492
NODE_267	35540	36228
NODE_267	43683	43686
NODE_268	3296	3298
NODE_269	5085	5101
NODE_269	5240	5469
NODE_269	5540	5639
NODE_269	5817	5840
NODE_269	6026	6193
NODE_269	6434	6586
NODE_269	12583	12610
NODE_269	21845	21850
NODE_269	22161	22166
NODE_269	24655	24675
NODE_269	24989	25132
NODE_269	25191	25298
NODE_269	30003	30022
NODE_269	33776	33781
NODE_269	37147	37151
NODE_269	38575	38584
NODE_269	39340	39393
NODE_269	40381	40410
NODE_269	41638	41657
NODE_269	42093	42135
NODE_269	43897	43905
NODE_270	5197	5204
NODE_270	12954	12964
NODE_270	21005	21007
NODE_270	24884	24888
NODE_270	40060	40069
NODE_271	4931	4963
NODE_271	5477	5494
NODE_271	12641	12643
NODE_271	20563	20581
NODE_272	3040	3042
NODE_272	3094	3096
NODE_272	3254	3272
NODE_272	4634	4635
NODE_272	4694	4695
NODE_272	11553	11555
NODE_272	11747	11764
NODE_272	11847	11853
NODE_272	11913	11931
NODE_272	20515	20567
NODE_272	21658	21661
NODE_272	21771	21783
NODE_272	22367	22448
NODE_272	22574	22576
NODE_272	24656	24725
NODE_272	24762	24937
NODE_272	24986	25167
NODE_272	25261	25274
NODE_272	26054	26055
NODE_272	26760	26762
NODE_272	27047	27064
NODE_272	27661	27664
NODE_272	28171	28179
NODE_272	31411	31466
NODE_272	32345	32368
NODE_272	33893	33894
NODE_272	34445	34472
NODE_272	34808	34825
NODE_272	34952	34966
NODE_272	37044	37052
NODE_272	37420	37505
NODE_272	37863	37871
NODE_272	38531	38539
NODE_272	38769	38800
NODE_272	43153	43168
NODE_273	4967	4985
NODE_273	5114	5116
NODE_273	12596	12690
NODE_273	22520	22526
NODE_273	37433	37442
NODE_273	41014	41037
NODE_274	12886	12887
NODE_274	24319	24326
NODE_274	41013	41021
NODE_275	4686	4725
NODE_275	4821	4944
NODE_275	5002	5080
NODE_275	5225	5246
NODE_275	5495	5536
NODE_275	12567	12799
NODE_275	12882	13056
NODE_275	17221	17334
NODE_275	20516	20567
NODE_275	20983	20992
NODE_275	22382	22385
NODE_275	24257	24273
NODE_275	24575	24605
NODE_275	24902	24970
NODE_275	40070	40084
NODE_275	42761	42767
NODE_276	4729	4739
NODE_276	5004	5012
NODE_276	5226	5253
NODE_276	5473	5496
NODE_276	11753	11760
NODE_276	12566	12966
NODE_276	17282	17333
NODE_276	22392	22396
NODE_276	24555	24569
NODE_276	24641	24648
NODE_276	24932	24943
NODE_276	25018	25050
NODE_276	41016	41025
NODE_276	43286	43288
NODE_277	12888	12894
NODE_277	30045	30055
NODE_278	11552	11555
NODE_278	21453	21491
NODE_278	21541	21556
NODE_278	21639	21673
NODE_278	21755	21758
NODE_278	21784	21791
NODE_278	21875	21880
NODE_278	21962	22005
NODE_278	22278	22316
NODE_278	22519	22522
NODE_278	39372	39386
NODE_278	39504	39510
NODE_278	39744	39746
NODE_278	39808	39835
NODE_278	40255	40260
NODE_278	40879	40886
NODE_278	40924	40925
NODE_278	41889	41891
NODE_278	42012	42061
NODE_278	42097	42106
NODE_278	42329	42336
NODE_278	42494	42496
NODE_279	21441	21442
NODE_279	24616	24621
NODE_280	4990	4994
NODE_280	5124	5130
NODE_280	5219	5222
NODE_280	5498	5515
NODE_280	12735	12773
NODE_280	12895	12917
NODE_280	13010	13012
NODE_280	17192	17210
NODE_280	18869	18873
NODE_280	19260	19276
NODE_280	19314	19353
NODE_280	20517	20533
NODE_280	21768	21818
NODE_280	21927	21941
NODE_280	22380	22381
NODE_280	22463	22464
NODE_280	24583	24622
NODE_280	24754	24755
NODE_280	24808	24809
NODE_280	24911	24923
NODE_280	24966	24976
NODE_280	25047	25081
NODE_280	25277	25320
NODE_280	30461	30463
NODE_280	34668	34688
NODE_280	36920	36924
NODE_280	39112	39118
NODE_280	40134	40137
NODE_280	40491	40496
NODE_280	42684	42699
NODE_280	43838	43840
NODE_281	4879	4950
NODE_281	5480	5536
NODE_281	17189	17200
NODE_281	22019	22026
NODE_281	34445	34451
NODE_282	4651	4652
NODE_282	24325	24326
NODE_283	5485	5489
NODE_283	11599	11623
NODE_283	11838	11856
NODE_283	14226	14291
NODE_283	17221	17238
NODE_283	18999	19063
NODE_283	23490	23521
NODE_283	24587	24598
NODE_283	30018	30030
NODE_283	30454	30457
NODE_283	31127	31214
NODE_283	33497	33511
NODE_283	38428	38431
NODE_284	5489	5496
NODE_284	12681	12685
NODE_284	12758	12759
NODE_285	34942	34945
NODE_285	40070	40081
NODE_287	4901	5049
NODE_287	17265	17297
NODE_287	22212	22244
NODE_287	22569	22572
NODE_287	24892	25042
NODE_287	25287	25329
NODE_288	11547	11548
NODE_288	21931	21934
NODE_288	24565	24598
NODE_288	24940	25057
NODE_288	25191	25265
NODE_288	38542	38575
NODE_289	22427	22428
NODE_289	38571	38572
NODE_289	38816	38817
NODE_290	34942	34945
NODE_290	39869	39873
NODE_291	17207	17223
NODE_291	30019	30021
NODE_292	39030	39031
NODE_292	40056	40066
NODE_293	3047	3048
NODE_293	4084	4085
NODE_293	8111	8114
NODE_293	17296	17298
NODE_293	18854	18861
NODE_293	18930	18998
NODE_293	19111	19137
NODE_293	19168	19203
NODE_293	19319	19387
NODE_293	19428	19449
NODE_293	24834	24839
NODE_293	24935	24958
NODE_293	25016	25017
NODE_293	25152	25157
NODE_293	25241	25257
NODE_293	30020	30021
NODE_293	31136	31145
NODE_293	31404	31410
NODE_293	32351	32359
NODE_293	34819	34827
NODE_293	43846	43860
NODE_294	3270	3272
NODE_294	4671	4674
NODE_294	4839	4843
NODE_294	4895	4898
NODE_294	5069	5091
NODE_294	7586	7770
NODE_294	7831	8984
NODE_294	9284	9349
NODE_294	11753	11759
NODE_294	13847	13850
NODE_294	13889	13927
NODE_294	17189	17260
NODE_294	17336	17342
NODE_294	19223	19228
NODE_294	20563	20567
NODE_294	21372	21375
NODE_294	21999	22024
NODE_294	22249	22273
NODE_294	22419	22437
NODE_294	23633	23643
NODE_294	24297	24348
NODE_294	24556	24602
NODE_294	24775	24867
NODE_294	24937	24943
NODE_294	25062	25069
NODE_294	25154	25174
NODE_294	25234	25286
NODE_294	30003	30007
NODE_294	30123	30156
NODE_294	31083	31085
NODE_294	34863	36470
NODE_294	37037	37039
NODE_294	39096	39106
NODE_294	40070	40092
NODE_294	41015	41025
NODE_294	42692	42716
NODE_294	42961	42989
NODE_295	24571	24617
NODE_295	24936	24943
NODE_295	25021	25059
NODE_295	25132	25159
NODE_295	31117	31121
NODE_295	40539	40541
NODE_296	17283	17303
NODE_296	19239	19257
NODE_296	19360	19378
NODE_296	20991	21005
NODE_296	24779	24780
NODE_296	24881	24894
NODE_296	24973	24999
NODE_296	25115	25124
NODE_296	25280	25297
NODE_296	30159	30173
NODE_296	30412	30431
NODE_296	32358	32369
NODE_296	34453	34457
NODE_296	37740	37743
NODE_296	38772	38781
NODE_296	38816	38856
NODE_296	42997	43008
NODE_296	43158	43186
NODE_296	43233	43248
NODE_296	43273	43275
NODE_296	43891	43892
NODE_297	3314	3324
NODE_297	4806	5256
NODE_297	5488	5502
NODE_297	11750	11764
NODE_297	12611	12702
NODE_297	12777	12791
NODE_297	12955	12963
NODE_297	20543	20556
NODE_297	22247	22253
NODE_297	22419	22439
NODE_297	24248	24253
NODE_297	24687	24850
NODE_297	36896	36938
NODE_297	36991	37012
NODE_297	37466	37473
NODE_297	38695	38750
NODE_297	38896	38976
NODE_297	39120	39164
NODE_297	39504	40230
NODE_297	40287	40481
NODE_297	40580	41452
NODE_297	41498	42225
NODE_297	42299	42575
NODE_297	42632	42688
NODE_297	42980	42986
NODE_298	23633	23641
NODE_298	43159	43160
NODE_299	4809	4814
NODE_299	11487	11550
NODE_299	11662	11666
NODE_299	12686	12700
NODE_299	12795	12802
NODE_299	12904	12914
NODE_299	12980	12982
NODE_299	17308	17319
NODE_299	17880	17885
NODE_299	18884	18890
NODE_299	18961	18998
NODE_299	19063	19075
NODE_299	20985	21006
NODE_299	21308	21314
NODE_299	22317	22323
NODE_299	22455	22456
NODE_299	24573	24593
NODE_299	24998	25128
NODE_299	25202	25227
NODE_299	25261	25262
NODE_299	27694	27696
NODE_299	30048	30055
NODE_299	31186	31197
NODE_299	31569	31596
NODE_299	34947	34948
NODE_299	36983	37033
NODE_299	37096	37151
NODE_299	37298	37319
NODE_299	37410	37498
NODE_299	37669	38257
NODE_299	38331	38334
NODE_299	38377	38502
NODE_299	38710	38752
NODE_299	38786	38815
NODE_299	38877	38903
NODE_299	38991	38994
NODE_299	39042	39054
NODE_299	39145	39148
NODE_299	39249	39302
NODE_299	39387	39464
NODE_299	39521	39957
NODE_299	39992	39999
NODE_299	40057	40069
NODE_299	40140	40385
NODE_299	40431	40590
NODE_299	40683	40819
NODE_299	40890	40918
NODE_299	40981	40985
NODE_299	41049	41077
NODE_299	41110	41406
NODE_299	41440	41657
NODE_299	41726	41739
NODE_299	41781	41902
NODE_299	41971	42033
NODE_299	42107	42208
NODE_299	42277	42378
NODE_299	42411	42561
NODE_299	42594	42646
NODE_301	19106	19109
NODE_301	21771	21781
NODE_301	24756	24814
NODE_301	24860	24881
NODE_301	24926	25001
NODE_301	25054	25142
NODE_301	27694	27696
NODE_301	31176	31190
NODE_301	31433	31437
NODE_301	37736	37743
NODE_301	43170	43227
NODE_302	4686	4687
NODE_302	17312	17313
NODE_302	20524	20525
NODE_302	22387	22390
NODE_302	22505	22506
NODE_302	23422	23424
NODE_302	24772	24792
NODE_302	24843	24844
NODE_302	24966	24996
NODE_302	25075	25091
NODE_302	25134	25165
NODE_302	25225	25226
NODE_302	31146	31187
NODE_302	33759	33761
NODE_302	37056	37062
NODE_302	43270	43271
NODE_303	11907	11925
NODE_303	31149	31183
NODE_304	16443	16445
NODE_304	18917	18928
NODE_304	21768	21769
NODE_304	23464	23492
NODE_304	28169	28170
NODE_304	31393	31399
NODE_304	32344	32370
NODE_304	36973	37026
NODE_304	37593	37597
NODE_304	37669	37782
NODE_304	37863	37930
NODE_304	38180	38258
NODE_304	38347	38376
NODE_304	38858	38868
NODE_304	38933	38942
NODE_304	39172	39224
NODE_304	39303	39311
NODE_304	39597	39599
NODE_304	40300	40315
NODE_304	40349	40351
NODE_304	40516	40519
NODE_304	41185	41210
NODE_304	41322	41363
NODE_304	41473	41486
NODE_304	41614	41629
NODE_304	42139	42159
NODE_304	42385	42404
NODE_304	43041	43115
NODE_304	43188	43230
NODE_309	31572	31586
NODE_310	31587	31595
NODE_311	5098	5101
NODE_311	6885	6898
NODE_311	11480	11493
NODE_311	12963	12965
NODE_311	20035	20040
NODE_311	21772	21783
NODE_311	22465	22470
NODE_311	24808	24809
NODE_311	34489	34491
NODE_311	34942	34946
NODE_311	37019	37028
NODE_311	37400	37403
NODE_311	37428	37430
NODE_311	37559	37570
NODE_311	39266	39288
NODE_312	31579	31592
NODE_313	25079	25084
NODE_313	31576	31596
NODE_314	31572	31586
NODE_315	21296	21307
NODE_315	21436	21461
NODE_315	21586	21602
NODE_315	21669	21677
NODE_315	21706	21725
NODE_315	22278	22324
NODE_315	37736	37743
NODE_315	38771	38781
NODE_315	39275	39276
NODE_315	43037	43039
NODE_315	43205	43207
NODE_316	21770	21773
NODE_316	31569	31589
NODE_319	38800	38807
NODE_321	11478	11479
NODE_321	11514	11530
NODE_321	11792	11820
NODE_321	11905	11906
NODE_321	12568	12610
NODE_321	12649	12663
NODE_321	12695	12705
NODE_321	12953	12983
NODE_321	22614	22616
NODE_321	24603	24622
NODE_321	24794	24828
NODE_321	24867	24894
NODE_321	37030	37033
NODE_321	37064	37069
NODE_321	37404	37407
NODE_321	38556	38568
NODE_321	43170	43297
NODE_322	30003	30023
NODE_324	9644	9645
NODE_326	27665	27667
NODE_326	37737	37743
NODE_327	34942	34945
NODE_328	11812	11821
NODE_328	12832	12848
NODE_328	24712	24715
NODE_328	24867	24878
NODE_328	31604	31605
NODE_328	37099	37105
NODE_328	43170	43204
NODE_330	1320	3964
NODE_330	3980	4563
NODE_330	4584	5182
NODE_330	5496	5564
NODE_330	5959	6029
NODE_330	6746	6905
NODE_330	6913	6963
NODE_330	7450	8029
NODE_330	8115	8361
NODE_330	8371	8585
NODE_330	9219	9950
NODE_330	9974	10325
NODE_330	10400	10646
NODE_330	10691	10744
NODE_330	10965	11376
NODE_330	11544	11601
NODE_330	11606	11651
NODE_330	11836	11898
NODE_330	11985	13899
NODE_330	13910	14124
NODE_330	14294	17283
NODE_330	17314	17849
NODE_330	17876	18852
NODE_330	18891	18972
NODE_330	19024	19100
NODE_330	19144	19186
NODE_330	19202	19316
NODE_330	19343	19380
NODE_330	19440	21081
NODE_330	21089	21331
NODE_330	21344	21381
NODE_330	21387	21465
NODE_330	21539	21764
NODE_330	21851	21919
NODE_330	22006	22243
NODE_330	22421	22509
NODE_330	22599	23402
NODE_330	23483	24124
NODE_330	24202	25024
NODE_330	25040	27205
NODE_330	27226	30002
NODE_330	30058	30570
NODE_330	30638	31122
NODE_330	31215	32072
NODE_330	34327	34443
NODE_330	34619	34722
NODE_330	35027	35902
NODE_330	35926	36019
NODE_330	36137	36289
NODE_330	36508	36625
NODE_330	36663	36959
NODE_330	36973	37703
NODE_330	37708	37811
NODE_330	37846	38050
NODE_330	38066	38370
NODE_330	38426	38469
NODE_330	38535	38774
NODE_330	38818	38870
NODE_330	38896	39001
NODE_330	39011	39256
NODE_330	39282	39393
NODE_330	39502	40274
NODE_330	40289	42597
NODE_330	42627	43054
NODE_330	43235	44309
NODE_330	44336	44456
NODE_331	11737	11749
NODE_331	17354	17377
NODE_331	19081	19088
NODE_331	23524	23525
NODE_331	24717	24720
NODE_331	24864	24886
NODE_331	34943	34945
NODE_331	37106	37113
NODE_331	37300	37307
NODE_331	37490	37491
NODE_331	38529	38539
NODE_331	38615	38629
NODE_331	43238	43244
NODE_332	31572	31586
NODE_333	4452	4453
NODE_333	4778	4779
NODE_333	7829	7831
NODE_333	24978	24984
NODE_333	25103	25119
NODE_333	27681	27683
NODE_333	27907	27908
NODE_333	39172	39237
NODE_334	31569	31596
NODE_334	38531	38539
NODE_335	31569	31596
NODE_336	5494	5515
NODE_336	11807	11816
NODE_336	43248	43249
NODE_337	21931	21934
NODE_337	31571	31595
NODE_338	5477	5524
NODE_338	38508	38509
NODE_338	43202	43204
NODE_339	34489	34491
NODE_340	43202	43204
NODE_341	30003	30023
NODE_342	4452	4453
NODE_342	4644	4670
NODE_342	7803	7806
NODE_342	9644	9646
NODE_342	11468	11550
NODE_342	11597	11605
NODE_342	11642	11708
NODE_342	11765	11766
NODE_342	11821	11854
NODE_342	12602	12603
NODE_342	18821	18890
NODE_342	18939	18997
NODE_342	19046	19081
NODE_342	19180	19190
NODE_342	19223	19228
NODE_342	19365	19436
NODE_342	21771	21783
NODE_342	21932	21934
NODE_342	22017	22024
NODE_342	24341	24342
NODE_342	24603	24622
NODE_342	24662	24675
NODE_342	24877	24878
NODE_342	24913	24926
NODE_342	24965	25051
NODE_342	25094	25128
NODE_342	27666	27696
NODE_342	27907	27908
NODE_342	30454	30457
NODE_342	34310	34312
NODE_342	34946	34948
NODE_342	35636	35638
NODE_342	36865	36867
NODE_342	37037	37039
NODE_342	37099	37158
NODE_342	37189	37209
NODE_342	37272	37275
NODE_342	37416	37505
NODE_342	37580	37601
NODE_342	37678	37691
NODE_342	37724	37743
NODE_342	37863	37869
NODE_342	38569	38604
NODE_342	38654	38659
NODE_342	38816	38817
NODE_342	40539	40554
NODE_342	41000	41008
NODE_342	42782	42807
NODE_342	42978	42986
NODE_342	43236	43240
NODE_342	43273	43332
NODE_343	4656	4660
NODE_343	4724	4738
NODE_343	4767	4770
NODE_343	4821	4833
NODE_343	5494	5515
NODE_343	9674	9677
NODE_343	11470	11494
